object_id,x-coordinates,y-coordinates,velocity,distance,time
0,195.07600000000093,644.7337000000043,0.0,0.0,0
0,195.07600000000093,644.7337000000043,0.0,0.0,22
0,194.82600000000093,644.7911000000022,1.1237518482183289,6.618994348708618,6
0,194.5550000000003,644.8300000000017,1.1820190019474368,4.717640796131178,4
0,194.1730000000025,644.9098000000013,1.1594520074184533,9.266929583763087,8
0,193.74000000000524,644.9719000000041,1.2556635108314353,7.532272055051683,6
0,192.9230000000025,645.0308000000005,1.2359671605249327,8.651064464495064,7
0,192.71800000000076,645.0438000000067,1.0176012225294395,2.024733471880567,2
0,192.0260000000053,645.0708999999988,1.4189876208294134,5.652485683750511,4
0,191.55800000000454,645.1013000000021,0.9360216870695673,4.680094576077863,5
0,190.95999999999913,645.1230999999971,1.197777249019361,4.790907786787211,4
0,190.46899999999732,645.1538999999975,0.8068058393719574,4.822768827611744,6
0,189.55999999999767,645.1767000000036,1.1361383837678638,6.77266657312918,6
0,189.08299999999872,645.1824999999953,1.6806771235061684,3.3576369430745654,2
0,188.7059999999983,645.1849999999977,1.3150946155272294,2.6190321509455337,2
0,188.37500000000728,645.1826000000001,1.151316232847911,2.3020059284913468,2
0,187.73800000000483,645.1672000000035,1.5856320750636874,4.722364923768369,3
0,187.34500000000116,645.1728999999978,0.2324999609292401,2.7878963033057773,12
0,184.69400000000314,645.273199999996,1.1293112945029637,21.447721080207472,19
0,184.2719999999972,645.2718000000023,0.9743638463367512,2.9192082772654935,3
0,182.91100000000006,645.2569999999978,1.1931150210116528,9.54463692631516,8
0,182.25800000000163,645.2397999999957,0.9802552129626825,4.900275106817568,5
0,180.9910000000018,645.2262000000046,1.1102540943256163,8.88202939429499,8
0,180.487000000001,645.2139000000025,1.2478151456822104,3.741055301067915,3
0,179.8819999999978,645.1988999999958,1.1263175282545475,4.500397569686242,4
0,178.93800000000192,645.190300000002,0.8240679873927194,6.590771963254572,8
0,176.67399999999907,645.1837999999989,1.1182732853404265,15.655770720458833,14
0,176.25300000000425,645.1895000000004,0.9921871960827343,2.9765603597283756,3
0,175.93499999999767,645.1898999999976,1.0997119024206083,2.197100672568213,2
0,175.4140000000043,645.1836000000039,1.2227408065228393,3.6666085466949236,3
0,175.09999999999854,645.1781999999948,1.1263283667006252,2.2507766863550263,2
0,174.80600000000413,645.1681000000026,0.3883499801013535,2.321319812413267,6
0,174.35399999999208,645.1380000000063,1.1464532273719643,4.579952690243512,4
0,173.8770000000004,645.1201999999976,1.2907760504154209,3.844889894551848,3
0,173.65099999999802,645.0985999999975,1.433426346179116,2.866844154942402,2
0,173.54999999999563,645.0866999999998,1.4985734643242168,1.4971947031338604,1
0,173.44800000000396,645.0694999999978,2.040270267216033,2.0402209338497523,1
0,173.50299999999697,645.0371999999988,1.2085206135384456,3.6156358932789923,3
0,173.49299999999494,645.0182000000059,1.4602081309062893,2.1161980410840364,2
0,173.37999999999738,644.9622000000018,1.2588649840508774,6.282571073387445,5
0,173.17399999999907,644.8928000000014,1.315695135893545,7.855532490155482,6
0,173.012999999999,644.8765000000058,1.0807979398096303,2.1282177799834323,2
0,172.93199999999342,644.8646000000008,1.438079496437738,1.438021810374101,1
0,172.82200000000012,644.8447999999989,2.38510438414746,2.331426117084672,1
0,172.8249999999971,644.8237999999983,1.1778990258032715,2.337801158900267,2
0,172.95400000000518,644.8027999999977,1.396350876537774,2.5017886034920065,2
0,173.10399999999936,644.7833000000028,0.8083374835896452,2.4053495117568384,3
0,173.1620000000039,644.7788,0.65104573282536,0.6414509458686012,1
0,173.5550000000003,644.7494000000006,1.063047883446457,4.252183046890842,4
0,173.47000000000116,644.7216999999946,0.8211139745318007,3.138954880158898,4
0,172.90899999999965,644.5883000000031,1.1832644919873105,15.347339622314548,13
0,172.9300000000003,644.5597000000053,1.0951777707249082,3.187040565055399,3
0,173.4300000000003,644.4900999999954,1.4138362080042883,8.482831381742068,6
0,173.49899999999616,644.4259999999995,1.4379436865081323,7.151480826633307,5
0,173.7239999999947,644.367600000005,1.337835154670279,6.684271583803696,5
0,173.63500000000204,644.2869999999966,1.0242108355852777,8.993389684590689,9
0,173.7740000000049,644.1612000000023,0.9472825716421662,14.036871440118995,15
0,173.72799999999552,644.1241000000009,0.8287743502383014,4.1421594888780895,5
0,173.60000000000582,644.1075999999957,1.0199918506522327,2.0385171037519414,2
0,173.25400000000081,644.0940999999948,0.9416671506985942,2.8233197706585083,3
0,173.53800000000047,644.0512999999992,0.6493779290407881,5.152573925046194,8
0,174.14800000000105,643.9965000000011,1.059706792486219,7.414172179837224,7
0,174.39600000000064,643.9746000000014,0.9958658499577822,2.9796384089340777,3
0,174.65499999999884,643.9214999999967,1.1289600879953818,6.175899032213076,6
0,175.17400000000634,643.8800999999949,1.0077758612714511,5.8389305264894675,6
0,175.76399999999558,643.8447999999989,1.1484954659322635,5.661504399151177,5
0,176.7520000000004,643.7766000000047,1.0212706394908495,10.208782406146142,10
0,178.31900000000314,643.7010999999984,1.3733252578802346,13.704464318047023,10
0,179.00600000000122,643.6750000000029,0.9561951073236118,5.564505299461194,6
0,179.1949999999997,643.6589999999997,2.2269104301093385,2.2083818605328855,1
0,179.64400000000023,643.6091000000015,1.5929566383573965,6.362123216398465,4
0,179.86499999999796,643.5642999999982,0.6521134435621141,5.215551700232276,8
0,179.8000000000029,643.5241000000024,1.125351315891353,4.497513869644411,4
0,179.87599999999657,643.5055999999968,1.069634867909844,2.1252769416579977,2
0,179.92800000000716,643.485400000005,1.1620366160119528,2.2771645191069454,2
0,179.88700000000244,643.464899999999,1.1511819498268452,2.29955810936347,2
0,179.66599999999744,643.3833000000013,0.7686131540688047,9.211067745537118,12
0,179.52299999999377,643.3423000000039,0.9339883271347581,4.669778588424069,5
0,179.61799999999494,643.2325000000055,1.2244317001746101,12.240485078172162,10
0,179.6469999999972,643.1858999999968,1.0393484588390123,5.19135508017182,5
0,179.7829999999958,643.0780000000013,1.205486519934695,12.04805903911925,10
0,179.91800000000512,643.0300000000061,1.0849098360837455,5.424108065489705,5
0,179.85399999999936,642.9991999999984,1.1572050632891602,3.457027552535371,3
0,179.86299999999756,642.9638999999952,1.3156394513007394,3.9300698287924534,3
0,179.7699999999968,642.943600000006,1.1753786853434247,2.349334136837431,2
0,179.65299999999843,642.9014999999999,0.7935358306808394,4.755734569106867,6
0,179.70000000000437,642.7716999999975,0.722910809050622,14.452917264997078,20
0,179.60199999999895,642.7491999999984,0.17314769497359273,2.594567768693036,15
0,179.60800000000017,642.7304999999978,1.0418115556639185,2.0820870793499084,2
0,179.72899999999936,642.691700000003,1.4680662011063415,4.3993349860303415,3
0,179.89099999999598,642.6462000000029,0.8645423201698151,5.187196412906102,6
0,180.01600000000326,642.6169999999984,1.1224665611886413,3.363271070530894,3
0,180.37400000000343,642.5795999999973,1.2124550395403506,4.842488780595049,4
0,180.82100000000355,642.5459000000046,1.22024041290526,4.858885937587693,4
0,181.3949999999968,642.512999999999,1.0796266899128404,5.397824215898941,5
0,181.96399999999994,642.4988999999987,1.0592099897854406,4.23251554700217,4
0,182.60400000000664,642.4859999999971,0.9297137831926552,4.648559735860881,5
0,182.89100000000326,642.4922999999981,0.7010097260905486,2.103011115562405,3
0,183.1229999999996,642.5063000000009,1.145555314308758,2.2354925178429617,2
0,183.5809999999983,642.4955999999947,0.20031163003727398,3.380699104581612,17
0,184.47099999999773,642.4907000000021,0.886293124833749,6.172370489877827,7
0,184.89100000000326,642.4919999999984,0.9683415312582198,2.9050144967425777,3
0,185.375,642.5063000000009,0.9257846758540822,3.703135378271002,4
0,185.6840000000011,642.5205999999962,0.887911689353751,2.662815754244703,3
0,186.18099999999686,642.5811000000031,1.0799401542819937,7.559474167778922,7
0,186.25099999999657,642.6001000000033,1.129128560201959,2.169644977798529,2
0,186.58499999999913,642.793700000002,1.4479485519484032,21.67461078558853,15
0,186.50099999999657,642.8324000000066,1.0971792743054511,4.346969010153204,4
0,186.3839999999982,642.857799999998,1.0155413947403256,2.940764836499819,3
0,186.24500000000262,642.9248999999982,1.5105002670172711,7.5310035998934035,5
0,186.0940000000046,642.9642999999996,0.7882592191907576,4.508323148096432,6
0,186.05200000000332,643.0063999999984,0.5241839360238265,4.6955229661065,9
0,185.99000000000524,643.1479999999938,1.2129882718674372,15.768657513655205,13
0,186.11499999999796,643.2183000000005,1.5785954016318973,7.873255720698228,5
0,186.0370000000039,643.2558999999965,1.4155155507060773,4.220152370426662,3
0,185.77100000000064,643.296699999999,0.7041623489117025,4.899466047871218,7
0,185.73500000000058,643.3000000000029,0.4945215508015524,0.4436155402048343,1
0,185.49600000000646,643.3436000000002,1.2869581700435713,5.126653819232598,4
0,185.3859999999986,643.3611999999994,1.0508585179503316,2.1014207999981798,2
0,184.4190000000017,643.4539000000004,1.369258734602798,12.292711432067927,9
0,183.9519999999975,643.4565999999977,0.14782490150630892,3.2399916095066925,22
0,183.42700000000332,643.4832999999999,0.16312652269432348,4.689025902643748,29
0,182.91999999999825,643.5290999999997,1.5464551544662304,6.185495582883386,4
0,182.7120000000068,643.5638999999937,1.3799925257150178,4.131802424034957,3
0,182.40899999999965,643.5875999999989,1.2434656371052248,3.367726121172846,3
0,182.26200000000244,643.6117000000013,1.4347899971464615,2.868551703250828,2
0,182.1690000000017,643.6477000000014,0.27237190022004426,4.058669295700503,15
0,182.0940000000046,643.6656000000003,0.29472503610968237,2.0588716721140097,7
0,182.11300000000483,643.7109000000055,0.7306592122761997,5.04448070518807,7
0,182.19200000000274,643.7289000000019,1.1030417844810716,2.076736470109769,2
0,182.45500000000175,643.7627000000066,0.47142116746222545,4.178259203425087,9
0,182.42099999999482,643.8253000000041,1.394547971610606,6.9725569993607115,5
0,182.70500000000175,643.9437000000034,1.2115781936145809,13.325435240402355,11
0,182.6909999999989,643.9670999999944,1.3641153188233799,2.606670735591201,2
0,182.76200000000244,643.9896999999983,1.2871624641637294,2.5631823241515357,2
0,183.1909999999989,644.0751000000018,1.4278241598676211,9.957873664807357,7
0,183.30199999999604,644.1089999999967,1.2840202655017403,3.850842105050002,3
0,183.88000000000466,644.1843000000008,1.327008607939913,9.284713115596297,7
0,183.92700000000332,644.2058000000034,1.3066993116855707,2.415289925403996,2
0,184.3949999999968,644.2801999999938,1.1321242444537092,8.890769822941612,8
0,184.48899999999412,644.3271999999997,1.3583692827771736,5.272156094531859,4
0,184.44599999999627,644.3969999999972,1.5555867159167098,7.775775957464655,5
0,184.53800000000047,644.4563000000053,1.105305466842448,6.631766768047964,6
0,184.50100000000384,644.4752000000008,1.099602593377683,2.1194061524754435,2
0,184.44400000000314,644.5627999999997,1.2350411342299188,9.75953336070276,8
0,184.3859999999986,644.5999999999985,1.3938779648391133,4.160421546190195,3
0,184.27900000000227,644.6212999999989,0.6260462768274697,2.483638036671613,4
0,184.33600000000297,644.6573999999964,0.6770573731115127,4.037876946227034,6
0,184.3379999999961,644.6828999999998,0.4832124856320821,2.8386806348158733,6
0,184.51499999999942,644.7032000000036,0.8594922263896096,2.5693518661885966,3
0,184.8880000000063,644.7186999999976,1.0411126042151706,3.1009759208710665,3
0,185.7149999999965,644.7288000000044,1.205300301899989,5.822316837250934,5
0,187.4230000000025,644.7275000000009,1.180042628390711,11.799363768616779,10
0,187.82800000000134,644.7454999999973,1.7206454953403654,3.441198322717931,2
0,188.4690000000046,644.8035000000018,1.3052260646748899,7.828975880138396,6
0,188.81500000000233,644.8113000000012,1.2717198489575174,2.5429191010226355,2
0,189.49199999999837,644.8254000000015,1.2332833208667893,4.932930165363291,4
0,190.20899999999529,644.8279999999941,0.9925580459412868,4.961311796184502,5
0,190.73400000000402,644.8208000000013,0.9329257689441225,3.7140863148505256,4
0,191.2739999999976,644.8050000000003,1.0341857110150705,4.124060058911814,4
0,192.26199999999517,644.7878000000055,1.417677001414727,7.088364922852647,5
0,192.97700000000623,644.7855999999956,1.2655487672177574,4.9451193968458504,4
0,193.68800000000192,644.7689000000028,1.3289601997318807,5.251483621947067,4
0,192.99200000000565,644.7604999999967,0.21367436993628974,4.897895979476256,23
0,191.4120000000039,644.7698999999993,1.0969017891196924,10.96431822866463,10
0,190.86499999999796,644.7652000000016,1.277713790151134,3.8145996037388894,3
0,190.54799999999523,644.7593999999954,1.8493391660247815,2.282964667163467,2
0,190.25300000000425,644.7487000000037,1.2109126496315519,2.360372847351396,2
0,189.7719999999972,644.7468000000008,1.1098017075891522,3.329362479968759,3
0,189.09000000000378,644.7585000000036,1.2435992022826656,4.887820467140042,4
0,188.43599999999424,644.760199999997,1.5100525107242426,4.521642194814267,3
0,188.27300000000105,644.7616000000053,1.1370064635662174,1.1367005561836012,1
0,188.27300000000105,644.7616000000053,0.0,0.0,4
1,178.5020000000004,641.9514999999956,0.0,0.0,0
1,178.51599999999598,642.0003999999972,1.0888764620800675,5.444382192956204,5
1,178.6030000000028,642.0587000000014,0.8180392116487814,6.5176957987267725,8
1,178.7960000000021,642.0884000000005,0.7132069276965927,3.5649003569524162,5
1,178.84300000000076,642.1117999999988,0.8878157752845376,2.625033172672003,3
1,178.75400000000081,642.1316999999981,0.5800287577983316,2.2989953565829593,4
1,178.4340000000011,642.1659,1.106779273268505,4.402387914480447,4
1,178.19599999999627,642.1861999999965,0.9414193624673256,2.7946081234926394,3
1,178.0610000000015,642.2099999999991,0.9388449415382292,2.8087516447869425,3
1,178.05099999999948,642.2317000000039,0.8134687338400775,2.416620535154453,3
1,178.17000000000553,642.2572999999975,0.9949719253140018,2.965980251585247,3
1,178.1860000000015,642.2753000000012,1.0051404770642165,2.0067970413370997,2
1,178.0949999999939,642.3021000000008,1.025871157031044,3.0488752680714026,3
1,178.1489999999976,642.5855999999985,1.2140444046686232,31.561280266851387,26
1,178.3570000000036,642.6278999999995,0.7033094983904856,4.923166390292963,7
1,178.43900000000576,642.6317999999956,0.35692884664778785,0.7136972294046646,2
1,178.73199999999633,642.6518999999971,1.005742259760055,3.0171780858421604,3
1,178.94799999999668,642.7266000000018,1.0570821531175063,8.448380521504843,8
1,178.96500000000378,642.7525999999998,1.4513486169631005,2.89668830436501,2
1,179.34599999999773,642.8154000000068,1.2453065402699728,7.469903550447935,6
1,179.40699999999924,642.8340000000026,1.0587141640980562,2.112987782678747,2
1,179.4429999999993,642.8731999999945,0.7317144759160978,4.370804754408733,6
1,178.9539999999979,642.9474999999948,0.993562290591067,8.934270167876011,9
1,178.91999999999825,642.9661999999953,1.0742185662278398,2.0948828481866286,2
1,179.0500000000029,642.9887999999992,0.6751984490078697,2.6712988302340133,4
1,179.22699999999895,643.0048000000024,1.0808708416199322,2.160418755979811,2
